timestamp,outcome,karma,is_hades_active,entropy
2026-02-10 19:20:02,success,0.7082253721485547,False,0.25925925925925924
2026-01-29 22:02:37,failure,0.6008230452674896,False,0.3333333333333333
2026-01-26 23:17:02,success,0.4005486968449931,False,0.5555555555555556
2026-02-10 14:18:31,failure,0.24574505918813186,False,0.7407407407407407
2026-02-03 14:12:52,failure,0.24574505918813186,False,0.7407407407407407
2026-01-25 18:35:08,failure,0.6071737031956511,False,0.37037037037037035
2026-01-25 06:43:26,failure,0.31412894375857336,False,0.6666666666666666
2026-01-23 01:27:17,failure,0.3593456282070823,False,0.5925925925925926
2026-02-11 12:44:37,success,0.46430930244373325,False,0.5185185185185185
2026-02-11 02:27:43,failure,0.3593456282070823,False,0.5925925925925926
2026-01-26 22:16:32,failure,0.3175328964080679,False,0.6296296296296297
2026-02-07 14:54:02,failure,0.5760808819793731,False,0.37037037037037035
2026-02-04 07:44:25,failure,0.5860895188741555,False,0.4074074074074074
2026-02-02 06:56:35,success,0.25428034344358075,False,0.7407407407407407
2026-02-03 10:44:36,success,0.6175379769344104,False,0.37037037037037035
2026-01-29 16:09:54,success,0.4914901183762637,False,0.48148148148148145
2026-02-03 05:03:29,success,0.3660519229792207,False,0.5925925925925926
2026-01-25 16:17:51,success,0.3251028806584362,False,0.6666666666666666
2026-02-07 18:56:12,failure,0.43347050754458166,False,0.5555555555555556
2026-02-11 16:17:17,failure,0.2222222222222222,False,0.7777777777777778
2026-02-17 12:15:15,failure,0.8144591779708378,False,0.14814814814814814
2026-01-29 13:45:19,failure,0.8354925570289081,False,0.14814814814814814
2026-02-11 07:05:31,failure,0.3419194228522075,False,0.6296296296296297
2026-02-11 14:28:03,failure,0.5760808819793731,False,0.37037037037037035
2026-02-03 15:16:20,failure,0.4961133973479653,False,0.4444444444444444
2026-01-21 06:03:37,failure,0.3388711070466901,False,0.6296296296296297
2026-01-30 23:08:27,failure,0.3593456282070823,False,0.5925925925925926
2026-01-26 22:29:47,success,0.444546054971295,False,0.48148148148148145
2026-02-15 22:22:25,success,0.7082253721485547,False,0.25925925925925924
2026-01-30 11:49:25,failure,0.14164507442971092,False,0.8518518518518519
2026-01-23 07:05:44,success,0.5860895188741555,False,0.4074074074074074
2026-02-03 22:42:15,failure,0.6777422140933802,False,0.25925925925925924
2026-01-29 03:56:09,failure,0.4914901183762637,False,0.48148148148148145
2026-02-17 23:23:30,success,0.41675557587766093,False,0.5185185185185185
2026-01-26 17:52:55,failure,0.21490626428898033,False,0.7777777777777778
2026-01-31 10:36:51,failure,0.5812122135853276,False,0.4074074074074074
2026-02-13 23:55:50,failure,0.36630594929634713,False,0.6296296296296297
2026-02-04 05:34:12,failure,0.3995833968399126,False,0.5925925925925926
2026-01-28 09:46:22,failure,0.6901895036325764,False,0.2962962962962963
2026-02-19 19:42:39,success,0.482954834120815,False,0.48148148148148145
2026-02-11 18:17:30,failure,0.5324391606970482,False,0.4074074074074074
2026-01-30 00:52:04,failure,0.45953360768175583,False,0.4444444444444444
2026-02-09 12:20:07,success,0.5509830818472794,False,0.4444444444444444
2026-01-22 08:58:03,failure,0.46867855509830814,False,0.4444444444444444
2026-02-18 21:17:22,failure,0.440532439160697,False,0.5185185185185185
2026-02-16 11:21:41,failure,0.3526393334349439,False,0.5925925925925926
